,location,size,total_sqft,bath,price,bhk,price_per_sqft
2133,other,3 BHK,1375.0,2.0,85.0,3,6181
2134,Attibele,4 Bedroom,2168.0,4.0,95.0,4,4381
2135,Gottigere,8 Bedroom,1200.0,8.0,90.0,8,7500
2136,Yelahanka,2 BHK,1065.0,2.0,40.84,2,3834
2137,other,3 Bedroom,3800.0,3.0,580.0,3,15263
2138,Raja Rajeshwari Nagar,9 Bedroom,3125.0,9.0,350.0,9,11200
2139,Whitefield,1 BHK,825.0,1.0,45.0,1,5454
2140,other,2 BHK,1095.0,2.0,40.0,2,3652
2141,other,3 Bedroom,720.0,3.0,65.0,3,9027
2142,other,3 BHK,1440.0,2.0,60.33,3,4189
2143,Electronic City,2 BHK,870.0,2.0,39.5,2,4540
2144,Panathur,2 BHK,1195.0,2.0,84.0,2,7029
2145,other,2 BHK,1200.0,2.0,49.5,2,4125
2146,Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,61.2,3,4000
2147,Padmanabhanagar,3 BHK,1708.0,2.0,90.5,3,5298
2148,other,2 BHK,975.0,2.0,43.0,2,4410
2149,KR Puram,2 BHK,750.0,2.0,25.0,2,3333
2150,other,8 Bedroom,1200.0,8.0,190.0,8,15833
2151,Iblur Village,3 BHK,1920.0,3.0,130.0,3,6770
2152,Nagarbhavi,6 Bedroom,1200.0,5.0,240.0,6,20000
2153,Thanisandra,2 BHK,1183.0,2.0,58.56,2,4950
2154,Kothanur,4 Bedroom,1140.0,4.0,90.0,4,7894
2155,Mico Layout,3 BHK,1550.0,2.0,65.0,3,4193
2156,Kaggadasapura,2 BHK,1110.0,2.0,53.0,2,4774
2157,other,8 Bedroom,1500.0,10.0,165.0,8,11000
2158,Kaggadasapura,2 BHK,1105.0,2.0,38.67,2,3499
2159,Anekal,3 Bedroom,1800.0,3.0,68.0,3,3777
2160,other,5 BHK,2800.0,4.0,200.0,5,7142
2161,Bommanahalli,2 BHK,1000.0,2.0,29.9,2,2990
2162,Prithvi Layout,2 BHK,1190.0,2.0,68.0,2,5714
2163,2nd Stage Nagarbhavi,4 Bedroom,1350.0,4.0,200.0,4,14814
2164,Hebbal,4 BHK,3067.0,4.0,230.0,4,7499
2165,Sarjapur  Road,3 BHK,1929.0,4.0,103.0,3,5339
2166,Ramamurthy Nagar,3 BHK,1525.0,3.0,100.0,3,6557
2167,Nehru Nagar,3 BHK,1775.0,3.0,110.0,3,6197
2168,Banashankari,2 BHK,1125.0,2.0,63.0,2,5600
2169,other,2 BHK,900.0,2.0,42.0,2,4666
2170,Sarjapur  Road,2 BHK,1155.0,2.0,58.0,2,5021
2171,Hulimavu,4 Bedroom,1200.0,4.0,75.0,4,6250
2172,Sonnenahalli,2 BHK,1268.0,2.0,73.0,2,5757
2173,other,3 BHK,1500.0,3.0,88.0,3,5866
2174,Electronic City,1 BHK,630.0,1.0,47.0,1,7460
2175,Seegehalli,3 BHK,1525.0,3.0,65.0,3,4262
2176,Kaggadasapura,2 BHK,1060.0,2.0,48.0,2,4528
2177,Lingadheeranahalli,3 BHK,1687.0,3.0,127.0,3,7528
2178,Thanisandra,3 BHK,1847.0,3.0,123.0,3,6659
2179,Begur Road,3 BHK,1410.0,2.0,53.0,3,3758
2180,7th Phase JP Nagar,2 BHK,1075.0,2.0,42.99,2,3999
2181,Rajaji Nagar,4 BHK,3526.0,4.0,492.0,4,13953
2182,BTM Layout,3 Bedroom,3000.0,3.0,338.0,3,11266
2183,Basavangudi,3 BHK,1500.0,2.0,143.0,3,9533
2184,other,2 BHK,1010.0,2.0,46.0,2,4554
2185,Haralur Road,3 BHK,1875.0,3.0,110.0,3,5866
2186,other,5 Bedroom,1200.0,6.0,137.0,5,11416
2187,Kanakpura Road,2 BHK,983.0,2.0,50.6,2,5147
2188,Kasturi Nagar,2 BHK,1101.0,2.0,65.0,2,5903
2189,other,2 BHK,1140.0,2.0,76.0,2,6666
2190,Sarjapur  Road,2 BHK,1215.0,2.0,110.0,2,9053
2191,Kengeri Satellite Town,2 BHK,1007.0,2.0,42.0,2,4170
2192,Bellandur,3 BHK,2039.0,3.0,168.0,3,8239
2193,Ulsoor,3 BHK,1020.0,3.0,110.0,3,10784
2194,other,2 BHK,1198.0,2.0,84.0,2,7011
2195,other,4 BHK,4000.0,4.0,520.0,4,13000
2196,other,4 Bedroom,1470.0,4.0,34.5,4,2346
2197,other,2 BHK,1370.0,2.0,75.0,2,5474
2198,other,2 BHK,1316.0,2.0,55.5,2,4217
2199,Kaggadasapura,3 BHK,1350.0,3.0,55.5,3,4111
2200,other,2 BHK,1050.0,2.0,43.0,2,4095
2201,KR Puram,3 BHK,1128.76,3.0,47.405,3,4199
2202,Electronic City,2 BHK,921.0,2.0,34.0,2,3691
2203,Kundalahalli,2 BHK,1010.0,2.0,49.27,2,4878
2204,KR Puram,2 BHK,1015.0,2.0,43.0,2,4236
2205,TC Palaya,3 Bedroom,1200.0,2.0,66.5,3,5541
2206,Lakshminarayana Pura,2 BHK,1179.0,2.0,75.0,2,6361
2207,Anjanapura,4 BHK,1850.0,4.0,86.0,4,4648
2208,Kammasandra,2 BHK,870.0,2.0,24.0,2,2758
2209,Bellandur,3 BHK,1605.0,3.0,85.0,3,5295
2210,Banashankari Stage VI,4 Bedroom,2800.0,4.0,89.0,4,3178
2211,Malleshwaram,3 BHK,2475.0,4.0,320.0,3,12929
2212,other,2 Bedroom,3000.0,2.0,510.0,2,17000
2213,other,6 Bedroom,2400.0,7.0,110.0,6,4583
2214,other,2 BHK,1000.0,1.0,55.0,2,5500
2215,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,80.0,2,6666
2216,other,2 Bedroom,1200.0,2.0,125.0,2,10416
2217,Kammasandra,2 Bedroom,1200.0,2.0,66.0,2,5500
2218,other,2 BHK,1200.0,2.0,50.0,2,4166
2219,Hennur,2 BHK,1255.0,2.0,57.5,2,4581
2220,Hosur Road,2 BHK,1085.0,2.0,30.38,2,2800
2221,Kanakpura Road,3 BHK,1592.0,3.0,125.0,3,7851
2222,other,2 BHK,1313.0,2.0,58.27,2,4437
2223,Kogilu,3 BHK,1934.0,3.0,150.0,3,7755
2224,Harlur,2 BHK,1200.0,2.0,49.5,2,4125
2225,Uttarahalli,6 BHK,3600.0,6.0,120.0,6,3333
2226,Old Madras Road,2 BHK,935.0,2.0,45.0,2,4812
2227,Bommasandra,2 BHK,877.0,2.0,30.0,2,3420
2228,other,2 BHK,936.0,2.0,42.0,2,4487
2229,Nagasandra,3 BHK,1470.0,2.0,110.0,3,7482
2230,other,1 Bedroom,1050.0,1.0,70.0,1,6666
2231,Hennur Road,2 BHK,1232.0,2.0,69.61,2,5650
2232,Ambedkar Nagar,3 BHK,2225.0,4.0,169.0,3,7595
2233,other,3 Bedroom,1200.0,2.0,80.0,3,6666
2234,Dasarahalli,3 BHK,1901.0,3.0,119.0,3,6259
2235,Sarjapur  Road,3 BHK,1819.0,3.0,100.0,3,5497
2236,other,3 BHK,1464.0,3.0,56.0,3,3825
2237,Old Madras Road,4 BHK,3715.0,6.0,200.5,4,5397
2238,9th Phase JP Nagar,4 BHK,5000.0,4.0,290.0,4,5800
2239,other,4 BHK,1200.0,4.0,169.0,4,14083
2240,other,2 BHK,1256.0,2.0,60.0,2,4777
2241,7th Phase JP Nagar,2 BHK,1100.0,2.0,44.0,2,4000
2242,TC Palaya,4 Bedroom,4800.0,3.0,302.0,4,6291
2243,Kothanur,3 BHK,1435.0,3.0,70.0,3,4878
2244,6th Phase JP Nagar,4 BHK,3245.0,4.0,250.0,4,7704
2245,Sarjapur  Road,3 BHK,1845.0,4.0,110.0,3,5962
2246,Jigani,3 Bedroom,2400.0,4.0,130.0,3,5416
2247,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035
2248,Ulsoor,2 BHK,1200.0,2.0,60.0,2,5000
2249,Talaghattapura,3 BHK,2254.0,3.0,170.0,3,7542
2250,Frazer Town,3 BHK,1750.0,3.0,150.0,3,8571
2251,other,2 BHK,1020.0,2.0,37.0,2,3627
2252,Bommanahalli,1 BHK,515.0,1.0,25.0,1,4854
2253,Lingadheeranahalli,3 BHK,1893.0,3.0,140.0,3,7395
2254,other,3 BHK,3025.0,3.0,500.0,3,16528
2255,other,2 BHK,830.0,2.0,34.0,2,4096
2256,Singasandra,2 Bedroom,600.0,2.0,36.5,2,6083
2257,Bisuvanahalli,3 BHK,1075.0,2.0,90.0,3,8372
2258,other,4 Bedroom,3200.0,4.0,1200.0,4,37500
2259,Kasavanhalli,2 BHK,1200.0,2.0,78.0,2,6500
2260,Sarjapur  Road,2 BHK,1233.0,2.0,77.65,2,6297
2261,Bannerghatta Road,2 BHK,1255.0,2.0,65.26,2,5200
2262,Begur Road,2 BHK,1200.0,2.0,37.8,2,3149
2263,Varthur,3 BHK,2145.0,3.0,175.0,3,8158
2264,1st Phase JP Nagar,5 Bedroom,1500.0,5.0,85.0,5,5666
2265,Kothannur,2 BHK,740.0,2.0,34.0,2,4594
2266,Kengeri,3 BHK,1250.0,3.0,48.0,3,3840
2267,other,2 BHK,1210.0,2.0,40.0,2,3305
2268,Sarjapur  Road,3 BHK,1525.0,2.0,60.0,3,3934
2269,Kogilu,1 Bedroom,540.0,1.0,36.0,1,6666
2270,Tumkur Road,3 BHK,1240.0,2.0,84.0,3,6774
2271,Subramanyapura,3 BHK,1245.0,2.0,68.0,3,5461
2272,other,3 Bedroom,1865.0,3.0,350.0,3,18766
2273,Hosa Road,2 BHK,1104.0,2.0,36.43,2,3299
2274,Bisuvanahalli,3 BHK,1075.0,2.0,35.99,3,3347
2275,Nagavara,2 BHK,2200.0,2.0,55.0,2,2500
2276,Whitefield,2 BHK,1155.0,2.0,60.0,2,5194
2277,other,2 BHK,1520.0,2.0,62.0,2,4078
2278,Thigalarapalya,4 BHK,3122.0,6.0,245.0,4,7847
2279,Harlur,2 BHK,1290.0,2.0,85.0,2,6589
2280,other,3 BHK,2300.0,3.0,80.0,3,3478
2281,Kannamangala,4 Bedroom,3000.0,4.0,200.0,4,6666
2282,other,1 BHK,400.0,1.0,14.0,1,3500
2283,Banashankari,3 BHK,1340.0,2.0,53.6,3,4000
2284,Malleshwaram,2 BHK,900.0,2.0,95.0,2,10555
2285,Rajaji Nagar,6 Bedroom,1800.0,4.0,324.0,6,18000
2286,Hennur Road,2 BHK,987.0,2.0,49.0,2,4964
2287,Old Madras Road,3 BHK,1720.0,3.0,100.0,3,5813
2288,Hebbal,2 BHK,1040.0,2.0,50.0,2,4807
2289,Anandapura,2 Bedroom,900.0,2.0,64.0,2,7111
2290,Raja Rajeshwari Nagar,2 BHK,1030.0,2.0,50.0,2,4854
2291,Neeladri Nagar,3 BHK,2556.0,3.0,133.0,3,5203
2292,Basavangudi,3 BHK,1850.0,3.0,168.0,3,9081
2293,Kaval Byrasandra,4 Bedroom,750.0,4.0,110.0,4,14666
2294,Balagere,2 BHK,1028.0,2.0,31.86,2,3099
2295,7th Phase JP Nagar,2 BHK,1270.0,2.0,83.0,2,6535
2296,Sahakara Nagar,3 BHK,1655.0,3.0,115.0,3,6948
2297,Electronics City Phase 1,2 BHK,940.0,2.0,40.0,2,4255
2298,Domlur,2 BHK,1050.0,2.0,85.0,2,8095
2299,other,4 Bedroom,600.0,4.0,40.0,4,6666
2300,other,2 BHK,946.0,2.0,38.0,2,4016
2301,CV Raman Nagar,3 BHK,1726.0,3.0,145.0,3,8400
2302,Sarakki Nagar,3 BHK,2121.0,4.0,253.0,3,11928
2303,Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341
2304,Sarjapur,3 BHK,1525.0,2.0,48.0,3,3147
2305,Kengeri,2 BHK,1025.0,2.0,57.0,2,5560
2306,other,5 Bedroom,1575.0,4.0,150.0,5,9523
2307,other,2 BHK,860.0,1.0,43.0,2,5000
2308,Talaghattapura,3 BHK,1223.0,2.0,42.81,3,3500
2309,other,4 BHK,3750.0,3.0,550.0,4,14666
2310,Kothannur,2 BHK,1197.0,2.0,47.8,2,3993
2311,Garudachar Palya,2 BHK,1150.0,2.0,52.75,2,4586
2312,other,4 Bedroom,4800.0,5.0,629.0,4,13104
2313,R.T. Nagar,2 BHK,1040.0,2.0,46.0,2,4423
2314,Banashankari,2 BHK,1310.0,2.0,80.0,2,6106
2315,Uttarahalli,3 BHK,1788.0,3.0,98.34,3,5500
2316,Raja Rajeshwari Nagar,2 BHK,1144.0,2.0,38.55,2,3369
2317,Anjanapura,2 BHK,1070.0,2.0,39.0,2,3644
2318,other,2 BHK,1200.0,2.0,70.0,2,5833
2319,Ambedkar Nagar,3 BHK,1862.0,3.0,120.0,3,6444
2320,Margondanahalli,2 Bedroom,1200.0,2.0,58.5,2,4875
2321,Begur Road,2 BHK,970.0,2.0,27.0,2,2783
2322,Kasavanhalli,3 BHK,1646.0,3.0,79.5,3,4829
2323,Sarjapur  Road,4 BHK,4395.0,4.0,242.0,4,5506
2324,other,5 Bedroom,1200.0,4.0,100.0,5,8333
2325,Iblur Village,3 BHK,1995.0,3.0,135.0,3,6766
2326,1st Block Jayanagar,4 Bedroom,2400.0,4.0,450.0,4,18750
2327,Hosakerehalli,2 BHK,1085.0,2.0,47.74,2,4400
2328,Budigere,2 BHK,1139.0,2.0,56.8,2,4986
2329,Haralur Road,2 BHK,1092.0,2.0,44.0,2,4029
2330,Pattandur Agrahara,3 BHK,1767.0,3.0,98.0,3,5546
2331,other,3 BHK,1700.0,3.0,80.0,3,4705
2332,Bellandur,3 BHK,1692.0,3.0,88.0,3,5200
2333,6th Phase JP Nagar,3 BHK,1645.0,3.0,100.0,3,6079
2334,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237
2335,other,2 BHK,1100.0,2.0,60.0,2,5454
2336,Gollarapalya Hosahalli,3 BHK,1408.0,3.0,62.0,3,4403
2337,Banashankari Stage III,4 Bedroom,2400.0,4.0,240.0,4,10000
2338,Kadugodi,4 Bedroom,1920.0,4.0,200.0,4,10416
2339,other,5 Bedroom,6040.0,4.0,170.0,5,2814
2340,Thigalarapalya,3 BHK,2072.0,4.0,150.0,3,7239
2341,Malleshwaram,2 BHK,1420.0,2.0,158.0,2,11126
2342,Electronics City Phase 1,3 Bedroom,2040.0,3.0,137.0,3,6715
2343,Sarjapur  Road,3 BHK,1220.0,3.0,56.0,3,4590
2344,8th Phase JP Nagar,4 Bedroom,1200.0,4.0,145.0,4,12083
2345,other,2 BHK,1300.0,2.0,79.0,2,6076
2346,Electronics City Phase 1,2 BHK,1150.0,2.0,39.0,2,3391
2347,KR Puram,2 BHK,1470.0,2.0,86.0,2,5850
2348,Hosa Road,2 BHK,1063.0,2.0,31.9,2,3000
2349,other,2 BHK,1311.0,2.0,48.0,2,3661
2350,other,4 BHK,3500.0,4.0,350.0,4,10000
2351,Nagarbhavi,4 Bedroom,600.0,2.0,100.0,4,16666
2352,other,3 BHK,1400.0,2.0,55.0,3,3928
2353,Kanakpura Road,2 Bedroom,2200.0,2.0,62.0,2,2818
2354,Thanisandra,3 BHK,1430.0,2.0,56.0,3,3916
2355,Vidyaranyapura,2 BHK,1060.0,2.0,55.0,2,5188
2356,other,3 BHK,1000.0,2.0,110.0,3,11000
2357,Sector 7 HSR Layout,3 BHK,1760.0,3.0,145.0,3,8238
2358,Whitefield,3 BHK,2010.0,3.0,92.0,3,4577
2359,Kanakpura Road,3 BHK,1480.0,2.0,64.23,3,4339
2360,8th Phase JP Nagar,3 BHK,1230.0,2.0,43.5,3,3536
2361,Gottigere,3 BHK,1300.0,3.0,65.0,3,5000
2362,other,4 Bedroom,800.0,4.0,120.0,4,15000
2363,Frazer Town,4 BHK,4850.0,6.0,385.0,4,7938
2364,Singasandra,2 BHK,1100.0,2.0,52.0,2,4727
2365,Harlur,3 BHK,1752.12,3.0,116.0,3,6620
2366,Marathahalli,2 BHK,957.0,2.0,46.9,2,4900
2367,Balagere,1 BHK,790.5,1.0,41.9,1,5300
2368,other,3 BHK,1942.0,3.0,102.0,3,5252
2369,other,2 BHK,1000.0,2.0,53.0,2,5300
2370,Yeshwanthpur,1 BHK,668.0,1.0,36.85,1,5516
2371,other,5 Bedroom,3000.0,6.0,1000.0,5,33333
2372,Nagarbhavi,3 Bedroom,600.0,2.0,80.0,3,13333
2373,Uttarahalli,2 BHK,1089.0,2.0,43.55,2,3999
2374,Thanisandra,3 BHK,1800.0,3.0,90.0,3,5000
2375,Yelahanka New Town,1 BHK,960.0,2.0,18.0,1,1875
2376,Yelahanka,2 BHK,1036.0,2.0,39.35,2,3798
2377,Marathahalli,3 BHK,1583.0,3.0,105.0,3,6632
2378,7th Phase JP Nagar,4 Bedroom,3300.0,4.0,150.0,4,4545
2379,Padmanabhanagar,2 BHK,1100.0,2.0,65.0,2,5909
2380,other,1 Bedroom,800.0,1.0,100.0,1,12500
2381,Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216
2382,Dodda Nekkundi,2 BHK,850.0,2.0,28.0,2,3294
2383,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.51,2,4306
2384,Thanisandra,3 BHK,1697.0,3.0,114.0,3,6717
2385,TC Palaya,2 Bedroom,1000.0,2.0,64.0,2,6400
2386,HRBR Layout,3 BHK,1567.0,3.0,90.0,3,5743
2387,Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000
2388,Sarjapur  Road,4 Bedroom,3750.0,6.0,290.0,4,7733
2389,other,2 BHK,950.0,2.0,45.0,2,4736
2390,other,2 BHK,1022.0,2.0,52.0,2,5088
2391,Kammasandra,2 BHK,1018.0,2.0,23.45,2,2303
2393,Bharathi Nagar,2 BHK,1322.0,2.0,68.0,2,5143
2394,Marsur,4 Bedroom,1800.0,4.0,145.0,4,8055
2395,Doddakallasandra,3 BHK,1460.0,2.0,58.39,3,3999
2396,other,2 BHK,990.0,2.0,44.55,2,4500
2397,other,3 BHK,2400.0,3.0,260.0,3,10833
2398,Whitefield,3 BHK,1635.0,2.0,85.0,3,5198
2399,Rajaji Nagar,4 BHK,3526.0,4.0,558.0,4,15825
2400,Padmanabhanagar,4 Bedroom,3400.0,3.0,210.0,4,6176
2401,other,3 BHK,2770.0,3.0,460.0,3,16606
2402,EPIP Zone,4 BHK,3035.0,5.0,200.0,4,6589
2403,other,3 BHK,1533.0,3.0,85.0,3,5544
2404,Akshaya Nagar,3 BHK,1720.0,3.0,134.0,3,7790
2405,Frazer Town,3 BHK,2000.0,3.0,200.0,3,10000
2406,Yeshwanthpur,2 BHK,1185.0,2.0,75.84,2,6400
2407,Varthur Road,2 BHK,900.0,2.0,27.0,2,3000
2408,Attibele,1 BHK,395.0,1.0,10.25,1,2594
2409,Electronic City Phase II,2 BHK,1031.0,2.0,56.35,2,5465
2410,other,6 Bedroom,2400.0,8.0,650.0,6,27083
2411,Thanisandra,4 BHK,2650.0,4.0,240.0,4,9056
2412,Basaveshwara Nagar,5 Bedroom,2400.0,5.0,415.0,5,17291
2413,Uttarahalli,3 BHK,1330.0,2.0,46.55,3,3500
2414,Hennur,2 BHK,1259.0,2.0,57.0,2,4527
2415,Raja Rajeshwari Nagar,3 BHK,1570.0,3.0,88.0,3,5605
2416,Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3,3348
2417,Whitefield,2 BHK,1216.0,2.0,79.0,2,6496
2418,Sarjapur  Road,3 BHK,1428.0,2.0,66.0,3,4621
2419,Begur Road,2 BHK,1160.0,2.0,40.59,2,3499
2420,other,3 Bedroom,600.0,2.0,110.0,3,18333
2421,other,3 BHK,1475.0,3.0,70.0,3,4745
2422,Harlur,3 BHK,1754.0,3.0,135.0,3,7696
2423,Rayasandra,3 BHK,1639.0,3.0,83.0,3,5064
2424,Hennur Road,3 BHK,1804.0,3.0,102.0,3,5654
2425,Whitefield,3 Bedroom,1200.0,3.0,56.2,3,4683
2426,other,2 BHK,1135.0,2.0,55.0,2,4845
2427,Begur Road,2 BHK,1260.0,2.0,46.62,2,3700
2428,other,5 Bedroom,1440.0,5.0,110.0,5,7638
2429,Hennur Road,3 BHK,2160.0,3.0,160.0,3,7407
2430,Rayasandra,7 Bedroom,700.0,6.0,85.0,7,12142
2431,Rachenahalli,2 BHK,1220.0,2.0,59.5,2,4877
2432,Margondanahalli,2 Bedroom,1200.0,2.0,67.0,2,5583
2433,Yelahanka,2 BHK,1300.0,2.0,65.0,2,5000
2434,Cox Town,1 BHK,605.0,1.0,29.0,1,4793
2435,Vijayanagar,6 Bedroom,1230.0,4.0,210.0,6,17073
2436,Bhoganhalli,2 BHK,1444.0,2.0,75.97,2,5261
2437,Amruthahalli,2 BHK,924.0,2.0,45.0,2,4870
2438,Kaikondrahalli,2 BHK,1000.0,2.0,30.0,2,3000
2439,Vishveshwarya Layout,4 Bedroom,600.0,4.0,95.0,4,15833
2440,other,3 Bedroom,1200.0,3.0,225.0,3,18750
2441,Bisuvanahalli,2 BHK,845.0,2.0,29.0,2,3431
2442,Kanakpura Road,2 BHK,700.0,2.0,35.0,2,5000
2443,Kothanur,2 BHK,1187.0,2.0,58.0,2,4886
2444,Kaggadasapura,3 BHK,1625.0,3.0,55.0,3,3384
2445,Devarachikkanahalli,2 Bedroom,1200.0,2.0,83.0,2,6916
2446,other,2 BHK,1452.55,2.0,110.0,2,7572
2447,other,3 BHK,2357.0,3.0,151.0,3,6406
2448,Kaval Byrasandra,2 BHK,1200.0,2.0,49.5,2,4125
2449,Budigere,2 BHK,1139.0,2.0,56.85,2,4991
2450,Basavangudi,1 Bedroom,600.0,1.0,97.5,1,16250
2451,Kanakpura Road,3 BHK,1660.0,3.0,75.0,3,4518
2452,other,2 BHK,1170.0,2.0,105.0,2,8974
2453,Somasundara Palya,2 BHK,1448.0,2.0,68.0,2,4696
2454,Kadugodi,3 BHK,1762.0,3.0,110.0,3,6242
2455,Kaggadasapura,2 BHK,1105.0,2.0,38.65,2,3497
2456,Yelahanka,3 BHK,1825.0,3.0,105.0,3,5753
2457,Bhoganhalli,1 RK,296.0,1.0,22.89,1,7733
2458,other,5 Bedroom,1200.0,4.0,85.0,5,7083
2459,Thanisandra,2 BHK,1185.0,2.0,43.0,2,3628
2460,Electronic City Phase II,3 BHK,1320.0,2.0,38.12,3,2887
2461,Hulimavu,2 BHK,1058.0,2.0,48.0,2,4536
2462,Bellandur,2 BHK,1220.0,2.0,60.0,2,4918
2463,Sarjapur,2 BHK,925.0,2.0,25.0,2,2702
2464,Old Madras Road,2 BHK,1200.0,2.0,72.0,2,6000
2465,Kengeri,3 BHK,1160.0,2.0,40.6,3,3500
2466,Kengeri Satellite Town,3 Bedroom,600.0,4.0,72.0,3,12000
2467,other,3 BHK,1411.0,3.0,91.72,3,6500
2468,Bannerghatta Road,3 BHK,1550.0,3.0,78.0,3,5032
2469,Green Glen Layout,4 BHK,3250.0,4.0,230.0,4,7076
2470,Haralur Road,3 BHK,2475.0,4.0,130.0,3,5252
2471,7th Phase JP Nagar,4 BHK,2503.0,4.0,188.0,4,7510
2472,Marathahalli,4 BHK,2524.0,5.0,190.0,4,7527
2473,Kaggadasapura,2 BHK,1063.0,2.0,42.0,2,3951
2474,Kanakpura Road,2 BHK,1077.0,2.0,37.7,2,3500
2475,other,2 BHK,1200.0,3.0,44.0,2,3666
2476,Hosakerehalli,4 BHK,1500.0,3.0,70.0,4,4666
2477,Jalahalli,2 BHK,1045.0,2.0,76.77,2,7346
2478,Kanakapura,3 BHK,1290.0,2.0,45.15,3,3500
2479,Hoodi,2 BHK,1400.0,2.0,78.0,2,5571
2480,Begur Road,3 BHK,1600.0,3.0,58.14,3,3633
2481,other,3 BHK,3095.0,3.0,375.0,3,12116
2482,Nagavara,3 BHK,1545.0,2.0,58.0,3,3754
2483,Sarjapur  Road,3 BHK,1680.0,3.0,112.0,3,6666
2484,other,2 BHK,1350.0,2.0,67.5,2,5000
2485,Gottigere,2 BHK,950.0,2.0,38.0,2,4000
2486,Thanisandra,2 BHK,1050.0,2.0,45.0,2,4285
2487,Banashankari Stage V,3 BHK,1305.0,2.0,49.0,3,3754
2488,Hosakerehalli,4 Bedroom,800.0,4.0,120.0,4,15000
2489,Kodichikkanahalli,5 BHK,2700.0,7.0,125.0,5,4629
2490,other,3 Bedroom,1100.0,3.0,78.0,3,7090
2491,Thanisandra,6 Bedroom,3500.0,5.0,160.0,6,4571
2492,Begur Road,3 BHK,1634.0,3.0,83.33,3,5099
2493,Prithvi Layout,2 BHK,1352.0,2.0,85.0,2,6286
2494,Balagere,2 BHK,1145.0,2.0,65.0,2,5676
2495,other,2 BHK,1240.0,2.0,43.79,2,3531
2496,7th Phase JP Nagar,3 BHK,2200.0,3.0,190.0,3,8636
2497,Bommasandra Industrial Area,2 BHK,1020.0,2.0,39.0,2,3823
2498,other,4 BHK,3600.0,4.0,365.0,4,10138
2499,Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,61.0,2,5222
2500,Electronic City Phase II,2 BHK,1205.0,2.0,75.0,2,6224
2501,Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2,8368
2502,CV Raman Nagar,2 BHK,1028.0,2.0,49.0,2,4766
2503,other,2 BHK,1175.0,2.0,48.27,2,4108
2504,Pai Layout,3 BHK,1550.0,2.0,90.0,3,5806
2505,Yeshwanthpur,3 BHK,1826.0,3.0,165.0,3,9036
2506,Hoodi,5 Bedroom,2400.0,5.0,160.0,5,6666
2507,Yelahanka,3 BHK,1603.0,3.0,96.0,3,5988
2508,Marathahalli,3 BHK,1350.0,3.0,72.0,3,5333
2509,KR Puram,1 BHK,714.0,1.0,28.0,1,3921
2510,Whitefield,2 BHK,1215.0,2.0,65.0,2,5349
2511,Malleshpalya,3 BHK,1405.0,2.0,77.0,3,5480
2512,KR Puram,2 BHK,1142.0,2.0,51.0,2,4465
2513,other,4 Bedroom,4000.0,4.0,170.0,4,4250
2514,Whitefield,3 BHK,1870.0,3.0,90.0,3,4812
2515,Subramanyapura,2 BHK,1313.0,2.0,73.0,2,5559
2516,other,3 BHK,1945.0,3.0,120.0,3,6169
2517,Thanisandra,3 BHK,1573.0,3.0,95.0,3,6039
2518,Sarjapur  Road,2 BHK,1255.0,2.0,92.0,2,7330
2519,Benson Town,4 BHK,1400.0,3.0,91.15,4,6510
2520,Kannamangala,2 BHK,1235.0,2.0,43.63,2,3532
2521,Sarjapur  Road,3 BHK,1380.0,2.0,52.0,3,3768
2522,Ramamurthy Nagar,7 Bedroom,1500.0,9.0,250.0,7,16666
2523,Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411
2524,other,3 BHK,1465.0,2.0,74.72,3,5100
2525,Thigalarapalya,2 BHK,1418.0,2.0,103.0,2,7263
2526,other,3 BHK,1650.0,3.0,165.0,3,10000
2527,Anekal,1 RK,351.0,1.0,16.0,1,4558
2528,Uttarahalli,2 BHK,1279.0,2.0,48.0,2,3752
2529,Kasavanhalli,3 Bedroom,1870.0,3.0,200.0,3,10695
2530,other,4 Bedroom,1500.0,5.0,230.0,4,15333
2531,Hebbal,3 BHK,2526.0,2.0,250.0,3,9897
2532,other,3 Bedroom,1550.0,2.0,150.0,3,9677
2533,Uttarahalli,3 BHK,1845.0,2.0,68.27,3,3700
2534,other,3 BHK,1360.0,2.0,59.27,3,4358
2535,other,3 BHK,1150.0,2.0,75.0,3,6521
2536,Whitefield,2 BHK,1260.0,2.0,49.5,2,3928
2537,other,3 Bedroom,1200.0,3.0,74.0,3,6166
2538,Dasanapura,2 BHK,965.0,2.0,42.5,2,4404
2539,Hoodi,3 BHK,1350.0,2.0,48.0,3,3555
2540,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250
2541,other,3 BHK,1229.0,3.0,86.03,3,7000
2542,Kudlu,2 BHK,1027.0,2.0,43.0,2,4186
2543,Gottigere,2 BHK,1153.0,2.0,48.5,2,4206
